locationID,Latitude,Longitude
HDC,30.5217,-90.4183
HDE,40.4522,-99.3364
HDH,21.5795,-158.1972
HDI,35.22,-84.8325
HDN,40.4811,-107.2178
HDO,29.3597,-99.1767
HEE,34.5764,-90.6758
HEF,38.7214,-77.5156
HEG,30.2778,-81.8058
HEI,46.015,-102.6561
HEQ,40.5694,-102.2728
HEZ,31.6136,-91.2972
HFD,41.7367,-72.6494
HFF,35.0364,-79.4975
HFJ,36.9061,-94.0128
HFS,23.8641,-166.2847
HFY,39.6275,-86.0881
HGR,39.7086,-77.7264
HHF,35.895,-100.4039
HHG,40.8531,-85.4569
HHI,21.4847,-158.0397
HHR,33.9228,-118.3353
HHW,34.0347,-95.5419
HIB,47.3867,-92.8389
HIE,44.3675,-71.5444
HIF,41.1239,-111.9731
HIG,39.0725,-93.6772
HII,34.5711,-114.3583
HIO,45.5406,-122.9503
HJH,40.1522,-97.5869
HJO,36.3167,-119.6278
HKA,35.9403,-89.8308
HKS,32.3347,-90.2225
HKY,35.7411,-81.3894
HLA,65.6978,-156.3514
HLB,39.3444,-85.2583
HLC,39.3803,-99.8314
HLG,40.175,-80.6464
HLM,42.7958,-86.1619
HLN,46.6067,-111.9828
HLR,31.1386,-97.7144
HLX,36.7661,-80.8236
HMN,32.8519,-106.1086
HMT,33.7339,-117.0225
HMZ,40.0861,-78.5136
HNB,38.2489,-86.9536
HND,35.9728,-115.1344
HNH,58.0961,-135.4097
HNL,21.3187,-157.9225
HNM,20.7956,-156.0144
HNR,41.5844,-95.3397
HNS,59.2439,-135.5236
HNZ,36.3617,-78.5292
HOB,32.6875,-103.2169
HOC,39.1889,-83.5389
HOE,31.0558,-82.7742
HOM,59.6456,-151.4767
HON,44.3853,-98.2286
HOP,36.6722,-87.4925
HOT,34.4781,-93.0961
HOU,29.6456,-95.2789
HPB,61.5239,-166.1467
HPN,41.0669,-73.7075
HPT,42.7236,-93.2264
HPY,29.7861,-94.9528
HQG,37.1631,-101.3706
HQM,46.9711,-123.9367
HQU,33.5297,-82.5169
HQZ,32.7469,-96.5306
HRI,45.8283,-119.2592
HRJ,35.3803,-78.7322
HRL,26.2285,-97.6544
HRO,36.2614,-93.1547
HRR,63.8675,-148.9689
HRT,30.4278,-86.6894
HRU,38.6947,-96.8081
HRX,34.8578,-102.3264
HSA,30.3678,-89.4547
HSB,37.8114,-88.5503
HSD,35.6019,-97.7061
HSE,35.2328,-75.6178
HSI,40.6053,-98.4278
HSP,37.9514,-79.8339
HSR,43.3683,-103.3881
HST,25.4884,-80.3836
HSV,34.6372,-86.775
HTH,38.5444,-118.6342
HTL,44.3597,-84.6711
HTO,40.9594,-72.2519
HTS,38.3667,-82.5581
HTW,38.4192,-82.4944
HUA,34.6786,-86.6847
HUF,39.4514,-87.3075
HUL,46.1231,-67.7919
HUM,29.5664,-90.6606
HUS,66.0392,-154.2647
HUT,38.0656,-97.8606
HVC,36.8569,-87.455
HVE,38.4181,-110.7042
HVN,41.2639,-72.8867
HVR,48.5431,-109.7622
HVS,34.4031,-80.1192
HWD,37.6589,-122.1217
HWO,26.0012,-80.2408
HWQ,46.4486,-109.8528
HWV,40.8219,-72.8669
HWY,38.5864,-77.7106
HXD,32.2244,-80.6975
HXF,43.3492,-88.3914
HYA,41.6694,-70.2803
HYI,29.8928,-97.8631
HYR,46.0253,-91.4442
HYS,38.8422,-99.2731
HYW,33.8286,-79.1222
HYX,43.4333,-83.8622
HZD,36.0892,-88.4633
HZE,47.29,-101.5808
HZL,40.9867,-75.995
HZR,30.7183,-91.4786
HZX,46.6189,-93.3097
HZY,41.7781,-80.6956
IAB,37.6231,-97.2672
IAD,38.9475,-77.46
IAG,43.1072,-78.9461
IAH,29.9844,-95.3414
IAN,66.9758,-160.4367
IBM,41.1881,-103.6775
IBN,62.4019,-142.9956
ICL,40.7222,-95.0267
ICR,43.3903,-99.8422
ICT,37.65,-97.4331
IDA,43.5136,-112.0708
IDG,42.3325,-95.445
IDI,40.6322,-79.1056
IDL,33.4858,-90.6789
IDP,37.1583,-95.7783
IEM,60.7772,-148.7217
IEN,43.0225,-102.5111
IER,31.7358,-93.0992
IFA,42.4708,-93.27
IFP,35.1561,-114.5594
IGG,59.3242,-155.9017
IGM,35.2594,-113.9381
IGQ,41.535,-87.5294
IGT,60.4711,-164.7008
IGX,35.935,-79.0658
IIB,42.4569,-91.9478
IIK,59.9331,-164.0306
IIY,33.7794,-82.8158
IJD,41.7442,-72.1803
IJX,39.7747,-90.2383
IKG,27.5509,-98.0308
IKK,41.0714,-87.8464
IKO,52.9417,-168.8489
IKV,41.6911,-93.5664
ILE,31.0858,-97.6864
ILG,39.6786,-75.6067
ILI,59.7556,-154.9178
ILM,34.2706,-77.9025
ILN,39.4281,-83.7922
IML,40.5103,-101.6203
IMM,26.4338,-81.4014
IMS,38.76,-85.4647
IMT,45.8183,-88.1144
IND,39.7172,-86.2947
INJ,32.0836,-97.0972
INK,31.7797,-103.2017
INL,48.5656,-93.4022
INR,63.7325,-148.9106
INS,36.5872,-115.6733
INT,36.1336,-80.2219
INW,35.0219,-110.7225
IOB,38.0581,-83.9794
IOW,41.6397,-91.5481
IPJ,35.4833,-81.1611
IPL,32.8342,-115.5786
IPT,41.2419,-76.9211
IRK,40.0936,-92.545
IRS,41.8133,-85.4389
ISB,43.3694,-95.7597
ISM,28.2897,-81.4372
ISN,48.1781,-103.6422
ISO,35.3314,-77.6089
ISP,40.7953,-73.1003
ISQ,45.9747,-86.1719
ISW,44.3603,-89.8389
ISZ,39.2467,-84.3889
ITH,42.4914,-76.4589
ITO,19.7202,-155.0483
ITR,39.2425,-102.2853
IWA,33.3078,-111.6556
IWD,46.5275,-90.1314
IWH,40.7619,-85.7989
IWI,43.9614,-69.7125
IWK,65.6225,-168.095
IWS,29.8183,-95.6725
IXA,36.3297,-77.6353
IXD,38.8308,-94.8903
IYK,35.6586,-117.8294
IYS,61.5719,-149.5394
IZA,34.6069,-120.0756
IZG,43.9911,-70.9478
JAC,43.6072,-110.7378
JAN,32.3111,-90.0758
JAS,30.8856,-94.035
JAU,36.3342,-84.1631
JAX,30.4942,-81.6878
JBR,35.8317,-90.6464
JCT,30.5114,-99.7633
JDD,32.7422,-95.4964
JDN,47.3289,-106.9528
JEF,38.5911,-92.1561
JER,42.7267,-114.4567
JES,31.5539,-81.8825
JFK,40.6397,-73.7789
JFX,33.9019,-87.3142
JFZ,37.0639,-81.7983
JGG,37.2392,-76.7161
JHM,20.9629,-156.6731
JHW,42.1533,-79.2581
JKA,30.2897,-87.6717
JKJ,46.8392,-96.6636
JKL,37.5939,-83.3172
JLA,60.4828,-149.7189
JLN,37.1519,-94.4983
JMR,45.8861,-93.2717
JMS,46.9297,-98.6783
JNU,58.355,-134.5764
JNX,35.5408,-78.3903
JOT,41.5178,-88.1756
JQF,35.3878,-80.7092
JRF,21.3074,-158.0703
JSO,31.8694,-95.2175
JST,40.3161,-78.8339
JSV,35.4383,-94.8028
JVL,42.6203,-89.0417
JVM,61.7314,-148.9278
JVY,38.3656,-85.7383
JWG,35.8647,-98.4208
JWN,36.1822,-86.8867
JWY,32.4561,-96.9128
JXI,32.6989,-94.9489
JXN,42.2606,-84.4606
JYG,43.9864,-94.5581
JYL,32.6453,-81.5972
JYM,41.9214,-84.5858
JYO,39.0781,-77.5575
JYR,40.8964,-97.6242
JZI,32.7008,-80.0028
JZP,34.4533,-84.4572
JZZ,59.7267,-157.2594
KAL,64.3189,-158.7414
KCL,56.3111,-158.5342
KCR,63.5678,-155.9892
KDK,57.8058,-152.3739
KEB,59.3522,-151.9253
KEK,59.3569,-157.4711
KFP,54.8475,-163.4103
KGX,62.8944,-160.065
KGZ,61.455,-142.3808
KIC,36.2283,-121.1214
KKA,64.9394,-161.1542
KKU,58.8111,-158.5589
KLG,61.5364,-160.3414
KLS,46.1181,-122.8983
KNB,37.0111,-112.5311
KNW,59.4517,-157.3731
KOA,19.7388,-156.0456
KPC,65.2536,-166.8586
KSM,62.0608,-163.3019
KTN,55.3542,-131.7111
KTS,65.3314,-166.4658
KVC,55.1164,-162.2661
KVL,67.7361,-164.5636
KWT,60.7903,-161.4436
KYK,57.5661,-154.4539
KYU,64.8758,-157.7306
LAA,38.0697,-102.6886
LAF,40.4122,-86.9369
LAL,27.9889,-82.0186
LAM,35.8797,-106.2694
LAN,42.7786,-84.5867
LAR,41.3119,-105.675
LAS,36.08,-115.1522
LAW,34.5678,-98.4167
LAX,33.9425,-118.4072
LBB,33.6636,-101.8228
LBE,40.2747,-79.4067
LBF,41.1261,-100.6836
LBL,37.0442,-100.96
LBO,37.6483,-92.6525
LBR,33.5931,-95.0636
LBT,34.61,-79.0594
LBX,29.1086,-95.4622
LCG,42.2419,-96.9814
LCH,30.1261,-93.2233
LCI,43.5731,-71.4178
LCK,39.8139,-82.9278
LCQ,30.1819,-82.5769
LDJ,40.6175,-74.2447
LDM,43.9625,-86.4078
LEB,43.6261,-72.3042
LEE,28.8231,-81.8086
LEM,45.9186,-102.1061
LEW,44.0483,-70.2836
LEX,38.0364,-84.6058
LFI,37.0828,-76.3606
LFK,31.2339,-94.75
LFT,30.2053,-91.9875
LGA,40.7772,-73.8725
LGB,33.8178,-118.1517
LGC,33.0089,-85.0725
LGD,45.2903,-118.0072
LGF,32.86,-114.3967
LGU,41.7911,-111.8517
LHB,30.8722,-96.6222
LHM,38.9092,-121.3514
LHQ,39.7556,-82.6572
LHV,41.1356,-77.4222
LHW,31.8892,-81.5622
LHX,38.05,-103.5097
LHZ,36.0233,-78.3303
LIC,39.2747,-103.6658
LIH,21.976,-159.3389
LIT,34.7294,-92.2244
LIU,33.9239,-102.3867
LJF,45.0972,-94.5072
LKK,58.9819,-155.1214
LKP,44.2644,-73.9619
LKR,34.7231,-80.8544
LKU,38.0097,-77.97
LKV,42.1611,-120.3992
LLJ,44.5236,-114.2178
LLN,33.5525,-102.3725
LLQ,33.6386,-91.7511
LLR,39.2619,-123.7536
LLU,37.4894,-94.3114
LMO,40.1642,-105.1636
LMS,33.1461,-89.0625
LMT,42.1561,-121.7333
LNA,26.5931,-80.085
LNC,32.5792,-96.7192
LND,42.8153,-108.7297
LNK,40.8511,-96.7592
LNL,46.1539,-89.2122
LNN,41.6839,-81.3897
LNP,36.9875,-82.53
LNR,43.2119,-90.1797
LNS,40.1217,-76.2961
LNY,20.7856,-156.9514
LOL,40.0664,-118.5653
LOM,40.1375,-75.265
LOT,41.6072,-88.0961
LOU,38.2281,-85.6636
LOZ,37.0869,-84.0775
LPC,34.6656,-120.4675
LPR,41.3442,-82.1778
LQK,34.81,-82.7028
LQR,38.2086,-99.0861
LRD,27.5438,-99.4617
LRF,34.9167,-92.1467
LRG,45.3622,-68.5347
LRJ,42.7781,-96.1936
LRO,32.8978,-79.7828
LRU,32.2894,-106.9219
LRY,38.6103,-94.3436
LSB,32.3333,-108.6917
LSE,43.8792,-91.2567
LSF,32.3372,-84.9914
LSK,42.7539,-104.4044
LSN,37.0639,-120.87
LSR,65.3961,-167.1631
LSV,36.2361,-115.0342
LTS,34.6664,-99.2681
LTY,48.5108,-110.9908
LUD,33.2542,-97.5806
LUF,33.535,-112.3831
LUG,35.5069,-86.8039
LUK,39.1033,-84.4186
LUL,31.6731,-89.1728
LUM,44.8922,-91.8678
LUP,21.211,-156.9736
LUR,68.875,-166.11
LUX,34.5069,-81.9472
LVJ,29.5214,-95.2422
LVK,37.6933,-121.8203
LVL,36.7728,-77.7942
LVM,45.6994,-110.4483
LVN,44.6278,-93.2281
LVS,35.6542,-105.1425
LWA,42.3511,-86.2556
LWB,37.8583,-80.3994
LWC,39.0111,-95.2164
LWD,40.6333,-93.9022
LWL,41.1172,-114.9222
LWM,42.7172,-71.1233
LWS,46.3744,-117.0153
LWT,47.0492,-109.4667
LWV,38.7642,-87.6056
LXL,45.9494,-94.3469
LXN,40.7906,-99.7758
LXT,38.9597,-94.3714
LXV,39.2203,-106.3167
LXY,31.6397,-96.5147
LYH,37.3253,-79.2006
LYO,38.3428,-98.2269
LYV,43.6211,-96.2158
LZD,41.8197,-71.9008
LZU,33.9781,-83.9625
LZZ,31.1061,-98.1958
MAC,32.8222,-83.5619
MAE,36.9886,-120.1125
MAF,31.9425,-102.2019
MAI,30.8378,-85.1819
MAL,44.8536,-74.3289
MAO,34.1811,-79.3347
MAW,36.5983,-89.9925
MAZ,18.2557,-67.1483
MBA,58.9319,-158.9019
MBG,45.5464,-100.4064
MBL,44.2725,-86.2469
MBO,32.4386,-90.1031
MBS,43.5328,-84.0797
MBT,35.8775,-86.3775
MBY,39.4639,-92.4269
MCB,31.1783,-90.4719
MCC,38.6678,-121.4006
MCD,45.865,-84.6372
MCE,37.2847,-120.5139
MCF,27.8494,-82.5211
MCG,62.9528,-155.6056
MCI,39.2975,-94.7139
MCK,40.2064,-100.5922
MCN,32.6928,-83.6492
MCO,28.4294,-81.3089
MCW,43.1578,-93.3314
MCX,40.7089,-86.7667
MCZ,35.8622,-77.1783
MDD,32.0364,-102.1011
MDF,36.4847,-99.1942
MDH,37.7781,-89.2519
MDM,61.8642,-162.0261
MDO,59.45,-146.3072
MDQ,34.8614,-86.5575
MDS,44.0158,-97.0861
MDT,40.1936,-76.7633
MDW,41.7861,-87.7525
MDY,28.2036,-177.3794
MDZ,45.1014,-90.3008
MEB,34.7919,-79.3658
MEI,32.3325,-88.7519
MEJ,37.2769,-100.3564
MEM,35.0425,-89.9767
MER,37.3806,-120.5683
MEV,39.0008,-119.7519
MEY,42.1783,-95.7936
MEZ,34.5453,-94.2028
MFD,40.8214,-82.5167
MFE,26.1758,-98.2386
MFI,44.6369,-90.1894
MFR,42.3742,-122.8736
MFV,37.6469,-75.7611
MGC,41.7033,-86.8211
MGE,33.9153,-84.5164
MGG,45.2361,-93.9856
MGJ,41.51,-74.2647
MGM,32.3006,-86.3939
MGN,45.4256,-84.9133
MGR,31.085,-83.8033
MGW,39.6428,-79.9164
MGY,39.5889,-84.225
MHE,43.7747,-98.0386
MHK,39.1411,-96.6708
MHL,39.0956,-93.2028
MHM,63.8861,-152.3019
MHN,42.05,-101.0672
MHP,32.3739,-82.0792
MHR,38.5553,-121.2972
MHT,42.9328,-71.4358
MHV,35.0586,-118.1506
MIA,25.7932,-80.2906
MIB,48.4158,-101.3581
MIC,45.0619,-93.3539
MIE,40.2425,-85.3958
MIO,36.9092,-94.8875
MIT,35.5075,-119.1922
MIV,39.3678,-75.0722
MIW,42.1128,-92.9178
MJD,30.4875,-89.6511
MJQ,43.65,-94.9867
MJX,39.9275,-74.2925
MKA,44.5253,-98.9581
MKC,39.1233,-94.5928
MKE,42.9472,-87.8967
MKG,43.1678,-86.2356
MKJ,36.895,-81.35
MKK,21.1529,-157.0961
MKL,35.6,-88.9156
MKN,31.9203,-98.5992
MKO,35.6578,-95.3617
MKS,33.1856,-80.0361
MKT,44.2228,-93.9194
MKV,31.0947,-92.0692
MKY,25.995,-81.6725
MLB,28.1028,-80.6453
MLC,34.8825,-95.7833
MLD,42.1706,-112.2894
MLE,41.1961,-96.1122
MLF,38.4267,-113.0125
MLI,41.4486,-90.5072
MLJ,33.1542,-83.2406
MLS,46.4281,-105.8861
MLT,45.6478,-68.6856
MLU,32.5108,-92.0378
MLY,64.9975,-150.6442
MMH,37.6242,-118.8378
MMI,35.3992,-84.5617
MMK,41.5086,-72.8294
MML,44.4517,-95.8244
MMS,34.2314,-90.2894
MMT,33.9189,-80.8006
MMU,40.7994,-74.415
MMV,45.1944,-123.1358
MNF,36.9928,-91.7144
MNI,33.5872,-80.2086
MNM,45.1267,-87.6383
MNN,40.6161,-83.0633
MNV,35.5453,-84.3803
MNZ,31.6658,-98.1486
MOB,30.6914,-88.2428
MOD,37.6258,-120.9544
MOP,43.6217,-84.7372
MOR,36.1794,-83.3756
MOS,64.6981,-162.0572
MOT,48.2578,-101.2781
MOU,62.0953,-163.6819
MOX,45.5658,-95.9672
MPE,32.7994,-89.1261
MPG,39.8808,-80.7358
MPI,37.5108,-120.0394
MPJ,35.1389,-92.9092
MPO,41.1375,-75.3789
MPR,38.3525,-97.6914
MPV,44.2036,-72.5622
MPZ,40.9467,-91.5111
MQB,40.52,-90.6525
MQI,35.9189,-75.6956
MQJ,39.8436,-85.8969
MQS,39.9789,-75.8656
MQW,32.0958,-82.88
MQY,36.0089,-86.52
MRB,39.4019,-77.9847
MRC,35.5544,-87.1792
MRF,30.3711,-104.0175
MRH,34.7336,-76.6606
MRI,61.2136,-149.8444
MRJ,42.8869,-90.2361
MRN,35.8203,-81.6114
MRT,40.2247,-83.3517
MRY,36.5869,-121.8431
MSL,34.7453,-87.6103
MSN,43.1397,-89.3375
MSO,46.9164,-114.0906
MSP,44.8819,-93.2217
MSS,44.9358,-74.8456
MSV,41.7017,-74.795
MSY,29.9933,-90.2581
MTC,42.6083,-82.8356
MTF,64.8067,-147.7625
MTH,24.7262,-81.0514
MTJ,38.5097,-107.8942
MTN,39.3256,-76.4139
MTO,39.4781,-88.2792
MTP,41.0764,-71.9208
MTV,36.6308,-80.0183
MTW,44.1289,-87.6806
MUE,20.0013,-155.6681
MUI,40.4347,-76.5694
MUL,31.1378,-83.7042
MUO,43.0436,-115.8725
MUT,41.3678,-91.1483
MVC,31.4581,-87.3511
MVE,44.9692,-95.7103
MVI,37.5286,-106.0461
MVL,44.5347,-72.6139
MVM,44.7031,-67.4786
MVN,38.3233,-88.8586
MVY,41.3931,-70.6144
MWA,37.755,-89.0111
MWC,43.1103,-88.0344
MWH,47.2086,-119.3192
MWK,36.4597,-80.5531
MWL,32.7817,-98.0603
MWM,43.9133,-95.1094
MWO,39.5317,-84.3964
MXA,35.8944,-90.1544
MXF,32.3792,-86.3625
MXO,42.2203,-91.1633
MYF,32.8158,-117.1394
MYJ,39.1575,-91.8183
MYK,61.3356,-142.6867
MYL,44.8886,-116.1017
MYR,33.6797,-78.9283
MYU,60.3714,-166.2706
MYV,39.0978,-121.5697
MYZ,39.8553,-96.6306
MZH,46.4186,-92.8047
MZJ,32.5097,-111.3253
MZZ,40.49,-85.6797
NBC,32.4772,-80.7231
NBG,29.8253,-90.035
NBJ,30.3892,-87.6353
NCA,34.7083,-77.4397
NDY,38.3328,-77.0369
NDZ,30.6986,-87.0144
NEL,40.035,-74.3522
NEN,30.3503,-81.8831
NEW,30.0425,-90.0283
NFD,30.5078,-87.6456
NFE,36.6919,-76.1344
NFG,33.3011,-117.3553
NFJ,30.5069,-86.9597
NFL,39.4167,-118.7011
NFW,32.7692,-97.4417
NGF,21.4504,-157.7681
NGP,27.6927,-97.2903
NGS,30.6108,-86.94
NGU,36.9375,-76.2892
NGW,27.7003,-97.4344
NHK,38.2861,-76.4117
NHZ,43.8922,-69.9386
NID,35.6856,-117.6919
NIN,60.0203,-151.5894
NIP,30.2358,-81.6806
NJK,32.8292,-115.6717
NJM,34.6906,-77.0297
NJW,32.7961,-88.8317
NKL,30.4253,-86.8939
NKT,34.9008,-76.8808
NKX,32.8678,-117.1417
NLC,36.3331,-119.9522
NMM,32.5519,-88.5556
NOG,27.9011,-98.0517
NOW,48.1411,-123.4142
NPA,30.3528,-87.3186
NPS,21.3649,-157.9597
NQA,35.3567,-89.8703
NQI,27.5045,-97.8083
NQX,24.5757,-81.6889
NRA,48.1833,-122.6333
NRB,30.3914,-81.4244
NRC,37.4081,-121.1094
NRN,39.8503,-99.8947
NRQ,30.6167,-87.1333
NRS,32.5667,-117.1167
NSE,30.7225,-87.0239
NSI,33.2397,-119.4581
NTD,34.1192,-119.1194
NTU,36.8228,-76.0319
NUC,33.0228,-118.5886
NUI,38.1461,-76.4283
NUL,64.7294,-158.0742
NUN,30.4697,-87.3381
NUQ,37.4161,-122.0492
NUW,48.3519,-122.6558
NVD,37.8525,-94.3047
NWL,27.635,-97.3122
NXF,33.2856,-117.4564
NXP,34.2961,-116.1622
NXX,40.1997,-75.1481
NYG,38.5036,-77.305
NYL,32.6567,-114.6061
NZY,32.6992,-117.2153
OAJ,34.8292,-77.6122
OAK,37.7214,-122.2208
OAR,36.6814,-121.7617
OBE,27.2666,-80.8503
OBI,39.2192,-74.7947
OBU,66.9122,-156.8972
OCF,29.1725,-82.2242
OCH,31.5778,-94.71
OCQ,44.8742,-87.9097
OCW,35.5706,-77.0497
ODO,31.9214,-102.3872
ODX,41.6236,-98.9519
OEB,41.9336,-85.0522
OEL,39.1117,-100.8167
OEO,45.3094,-92.69
OFF,41.1183,-95.9125
OFK,41.9856,-97.435
OFP,37.7089,-77.4367
OGA,41.1194,-101.7697
OGB,33.4569,-80.8594
OGD,41.1956,-112.0131
OGG,20.8986,-156.4306
OGM,46.8456,-89.3672
OGS,44.6819,-75.4656
OIC,42.5667,-75.5242
OIN,39.8339,-100.5394
OJA,35.5447,-98.6686
OJC,38.8475,-94.7375
OKB,33.2181,-117.3514
OKC,35.3931,-97.6008
OKH,48.2517,-122.6736
OKK,40.5281,-86.0589
OKM,35.6681,-95.9486
OKS,41.4019,-102.3564
OKV,39.1436,-78.1444
OKZ,32.9667,-82.8381
OLD,44.9525,-68.6744
OLE,42.2411,-78.3714
OLF,48.0944,-105.575
OLG,46.3147,-91.8164
OLM,46.9694,-122.9025
OLS,31.4178,-110.8478
OLU,41.4481,-97.3428
OLV,34.9789,-89.7869
OLY,38.7219,-88.1764
OLZ,42.6808,-91.9744
OMA,41.3031,-95.8942
OME,64.5122,-165.4453
OMH,38.2472,-78.0456
OMK,48.4644,-119.5181
OMN,29.3006,-81.1136
ONA,44.0772,-91.7083
ONL,42.47,-98.6881
ONM,34.0225,-106.9031
ONO,44.0194,-117.0131
ONP,44.5803,-124.0578
ONT,34.0561,-117.6011
ONX,36.4,-76.0156
ONY,33.3508,-98.8192
ONZ,42.0992,-83.1614
OOA,41.2261,-92.4939
OOK,60.5414,-165.0872
OPF,25.907,-80.2783
OPL,30.5583,-92.0994
OPN,32.955,-84.2642
OQN,39.99,-75.5819
OQU,41.5972,-71.4122
OQW,42.05,-90.7389
ORB,48.0158,-92.8561
ORC,42.9903,-96.0628
ORD,41.9808,-87.9067
ORE,42.57,-72.2886
ORF,36.8947,-76.2011
ORG,30.0683,-93.8039
ORH,42.2672,-71.8758
ORI,57.8853,-152.8461
ORK,34.8331,-92.2542
ORL,28.5456,-81.3331
ORS,48.7081,-122.9106
ORT,62.9614,-141.9292
OSA,33.0969,-94.9617
OSC,44.4517,-83.3942
OSH,43.9844,-88.5569
OSU,40.0797,-83.0731
OSX,33.0903,-89.5419
OTG,43.655,-95.5792
OTH,43.4169,-124.2469
OTM,41.1067,-92.4481
OTZ,66.8847,-162.5986
OUL,56.0075,-161.1603
OUN,35.2456,-97.4722
OVE,39.4878,-121.6219
OVL,44.7786,-95.0328
OVO,39.0453,-85.6056
OVS,43.1608,-90.6739
OWA,44.1233,-93.2606
OWB,37.7389,-87.1669
OWD,42.1906,-71.1731
OWI,38.5386,-95.2531
OWK,44.7156,-69.8664
OWP,36.1753,-96.1519
OWX,41.0356,-83.9819
OXB,38.3106,-75.1239
OXC,41.4786,-73.1353
OXD,39.5022,-84.7844
OXI,41.3303,-86.6647
OXR,34.2008,-119.2072
OXV,41.2992,-93.1136
OYM,41.4125,-78.5025
OZA,30.7353,-101.2031
OZR,31.2758,-85.7133
OZW,42.6294,-83.9822
PAE,47.9069,-122.2817
PAH,37.0603,-88.7731
PAK,21.8969,-159.6031
PAM,30.07,-85.5764
PAN,34.2569,-111.3392
PAO,37.4611,-122.115
PAQ,61.595,-149.0886
PBF,34.1744,-91.9356
PBG,44.6508,-73.4681
PBH,45.7089,-90.4025
PBI,26.6832,-80.0956
PBV,56.5772,-169.6636
PBX,37.5617,-82.5664
PCK,67.2378,-150.2861
PCM,28.0003,-82.1633
PCW,41.5164,-82.8694
PCZ,44.3333,-89.0197
PDC,43.0192,-91.1236
PDK,33.8756,-84.3019
PDT,45.695,-118.8414
PDX,45.5883,-122.5975
PEA,41.4011,-92.9458
PEO,42.6372,-77.0528
PEQ,31.3825,-103.5108
PEV,55.9067,-159.1608
PEX,45.3719,-94.7447
PEZ,28.9542,-98.52
PFC,45.1997,-123.9622
PFN,30.2122,-85.6828
PGA,36.9261,-111.4483
PGD,26.9198,-81.9906
PGM,59.3483,-151.8317
PGR,36.0639,-90.5092
PGV,35.6353,-77.3853
PHD,40.4708,-81.4197
PHF,37.1319,-76.4931
PHG,39.7358,-99.3172
PHH,33.4517,-79.5261
PHK,26.785,-80.6933
PHL,39.8722,-75.2408
PHN,42.9111,-82.5289
PHO,68.3489,-166.7994
PHP,44.0486,-101.5992
PHT,36.3358,-88.3844
PHX,33.4342,-112.0117
PIA,40.6642,-89.6933
PIB,31.4672,-89.3369
PIE,27.91,-82.6875
PIH,42.9097,-112.5958
PIL,26.1662,-97.3458
PIM,32.8406,-84.8825
PIR,44.3828,-100.2861
PIT,40.4914,-80.2328
PIZ,69.7322,-163.0111
PJC,40.8019,-80.1608
PJY,37.9778,-89.3606
PKA,60.7028,-161.7783
PKB,39.345,-81.4392
PKD,46.9006,-95.0731
PKF,45.955,-90.4244
PKV,28.6533,-96.6828
PLB,44.6875,-73.5244
PLD,40.4508,-84.99
PLK,36.6258,-93.2289
PLN,45.5708,-84.7967
PLR,33.5589,-86.2492
PLU,47.1039,-122.2872
PMB,48.9425,-97.2408
PMD,34.6294,-118.0844
PMH,38.8406,-82.8472
PMP,26.2471,-80.1111
PMU,34.3636,-89.8928
PMV,40.9483,-95.9172
PMZ,35.8108,-76.7583
PNA,42.7975,-109.8111
PNC,36.7319,-97.0997
PNE,40.0819,-75.0106
PNM,45.56,-93.6083
PNN,45.2006,-67.5644
PNP,57.5803,-157.5719
PNS,30.4733,-87.1867
PNT,40.9244,-88.6239
POB,35.1708,-79.0144
POC,34.0917,-117.7817
POE,31.0447,-93.1917
POF,36.7739,-90.325
POH,42.7428,-94.6472
POU,41.6267,-73.8842
POY,44.8672,-108.7933
PPA,35.6131,-100.9961
PPC,66.8142,-150.6436
PPF,37.3308,-95.5061
PPG,14.3317,-170.7114
PPO,41.5725,-86.7344
PPQ,39.6389,-90.7783
PQI,46.6889,-68.0447
PQL,30.4628,-88.5292
PQN,43.9833,-96.3003
PRB,35.6728,-120.6269
PRC,34.6544,-112.4197
PRG,39.7003,-87.6697
PRN,31.8456,-86.6108
PRO,41.8281,-94.1597
PRX,33.6367,-95.4508
PRZ,34.1456,-103.4103
PSB,40.8844,-78.0872
PSC,46.2647,-119.1189
PSE,18.0083,-66.5631
PSF,42.4269,-73.2931
PSG,56.8017,-132.9453
PSK,37.1372,-80.6786
PSM,43.0781,-70.8233
PSN,31.7797,-95.7064
PSO,37.2861,-107.0561
PSP,33.8297,-116.5067
PSX,28.7275,-96.2508
PTB,37.1839,-77.5075
PTD,44.6767,-74.9483
PTH,56.9592,-158.6333
PTK,42.6656,-83.4194
PTN,29.7094,-91.3389
PTS,37.4494,-94.7311
PTT,37.7025,-98.7469
PTU,59.0114,-161.8197
PTV,36.0297,-119.0628
PTW,40.2394,-75.5567
PUB,38.2892,-104.4964
PUC,39.6139,-110.7514
PUJ,33.9119,-84.9406
PUW,46.7439,-117.1094
PVB,42.6894,-90.4444
PVC,42.0719,-70.2214
PVD,41.7239,-71.4283
PVE,35.6564,-88.1953
PVF,38.7242,-120.7533
PVG,36.7803,-76.4489
PVJ,34.7094,-97.2233
PVU,40.2192,-111.7233
PVW,34.1681,-101.7172
PWA,35.5342,-97.6469
PWC,46.7247,-94.3817
PWD,48.7886,-104.5231
PWG,31.485,-97.3167
PWK,42.1142,-87.9014
PWM,43.6461,-70.3092
PWT,47.4903,-122.7647
PXE,32.5106,-83.7672
PXK,63.0244,-145.5006
PYG,34.7422,-80.3453
PYM,41.9089,-70.7289
